source_dataset,source_record_id,domain,category,generated_user_text,generated_context,generated_goal,generated_entities,generated_missing_information,generated_execution_plan,generated_tool_calls,generated_expected_response,generated_success_criteria,generation_model,generation_stage
BANKING77,BANKING77_004202,finance,finance/cards,I need mastercard as well as visa,,User wants to query account balance or available funds. based on: 'I need mastercard as well as visa'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_49719a0b"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004232,finance,finance/cards,"Please tell me, do you use Visa or Mastercard?",,"User wants to query account balance or available funds. based on: 'Please tell me, do you use Visa or Mastercard?'.",{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_c589d688"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004224,finance,finance/cards,I would prefer a Mastercard.,,User wants to query account balance or available funds. based on: 'I would prefer a Mastercard.'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_41ce24d8"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004181,finance,finance/cards,Will I get Visa or MasterCard?,,User wants to query account balance or available funds. based on: 'Will I get Visa or MasterCard?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_8013793c"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004170,finance,finance/cards,Can I choose my card scheme?,,User wants to query account balance or available funds. based on: 'Can I choose my card scheme?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_6bbfe1dd"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004203,finance,finance/cards,Will I get a Visa card or Mastercard?,,User wants to query account balance or available funds. based on: 'Will I get a Visa card or Mastercard?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_9b220260"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004199,finance,finance/cards,"I want a Mastercard, instead.",,"User wants to query account balance or available funds. based on: 'I want a Mastercard, instead.'.",{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_e0e2820d"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004211,finance,finance/cards,Can I use a Visa or Mastercard?,,User wants to query account balance or available funds. based on: 'Can I use a Visa or Mastercard?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_d9695c36"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004166,finance,finance/cards,I won't be pleased unless I get a Mastercard.,,User wants to query account balance or available funds. based on: 'I won't be pleased unless I get a Mastercard.'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_4e110e8f"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004158,finance,finance/cards,What do I have to do to get a Visa card?,,User wants to query account balance or available funds. based on: 'What do I have to do to get a Visa card?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_949c869f"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004152,finance,finance/cards,Does it matter if I use Visa or Mastercard?,,User wants to query account balance or available funds. based on: 'Does it matter if I use Visa or Mastercard?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_06c1be9d"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004123,finance,finance/cards,Can I get the Mastercard?,,User wants to query account balance or available funds. based on: 'Can I get the Mastercard?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_457162b2"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004234,finance,finance/cards,Do you supply both Visa and Mastercard?,,User wants to query account balance or available funds. based on: 'Do you supply both Visa and Mastercard?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_88ad860c"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004204,finance,finance/cards,I would like to get a Visa card,,User wants to query account balance or available funds. based on: 'I would like to get a Visa card'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_cb5f5e26"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004168,finance,finance/cards,No Visa please. I want to continue with Mastercard.,,User wants to query account balance or available funds. based on: 'No Visa please. I want to continue with Mastercard.'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_ebc947c6"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004113,finance,finance/cards,Do I get  a mastercard and visa?,,User wants to query account balance or available funds. based on: 'Do I get  a mastercard and visa?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_a2cf110e"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004148,finance,finance/cards,Visa or Mastercard?,,User wants to query account balance or available funds. based on: 'Visa or Mastercard?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_8a48595f"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004110,finance,finance/cards,Please give me both a visa and a mastercard.,,User wants to query account balance or available funds. based on: 'Please give me both a visa and a mastercard.'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_e4160891"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004167,finance,finance/cards,Can I select my card scheme or do you choose it for me?,,User wants to query account balance or available funds. based on: 'Can I select my card scheme or do you choose it for me?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_a84efd65"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004214,finance,finance/cards,Is it possible to get both Mastercard and Visa card from you?,,User wants to query account balance or available funds. based on: 'Is it possible to get both Mastercard and Visa card from you'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_6fea6c42"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004156,finance,finance/cards,I prefer to get a Mastercard.,,User wants to query account balance or available funds. based on: 'I prefer to get a Mastercard.'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_7cf661fd"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
