raw_text,source
how do i update my insurance,CLINC150
who is your boss,CLINC150
what's the precise coordinates of this place,CLINC150
i'd like you to remove throw away dvds off my todo list,CLINC150
i am thinking it is either,CLINC150
help me build my credit score by showing me some ways on how to,CLINC150
what is 5 x 4,CLINC150
"i lost my card, how should i report that",CLINC150
what places in chicago will allow me to rent a car from monday to friday,CLINC150
repeat what you just said,CLINC150
is honey a good sugar substitute,CLINC150
how long before my lawn guy bill's due,CLINC150
can i substitute milk for water,CLINC150
get an uber to the airport,CLINC150
i want to learn an interesting fact about cats,CLINC150
i need to know this song's name,CLINC150
i'm low on cherrios can you add that to the shopping list,CLINC150
i am not confident on that,CLINC150
halt that immediately,CLINC150
can you check if my order has been delivered,CLINC150
can you use a different accent,CLINC150
please list ingredients for broccoli cheddar soup,CLINC150
are you employed by me,CLINC150
suggest something for me to make myself for dinner,CLINC150
what is 4 + 7,CLINC150
i need to rollover my 401k to a new job,CLINC150
please change the name of you to tim,CLINC150
tell me how the russians say notebook,CLINC150
can you give the nutritional information for the pasta,CLINC150
go ahead and put the volume to 4,CLINC150
can you find out how much i owe on my bills,CLINC150
can i change the voice to male,CLINC150
show me all hotels in evans with good reviews,CLINC150
can you tell me what my may 1st will be like according to my calendar,CLINC150
which ingredients are in pizza,CLINC150
"hey, how's it going",CLINC150
could you check to see if my order has been delivered,CLINC150
can you suggest a meal from ireland for me,CLINC150
what benefits are included in my package,CLINC150
translate hello english to french,CLINC150
can you play music by led zeppelin,CLINC150
can you make an appointment for an oil change,CLINC150
make a transfer of $200 from my savings account to my checking account,CLINC150
"i need to get a flight out of my local airport to england on monday, the 23rd for under a grand",CLINC150
"how can i apply for a visa card, please",CLINC150
tell me the company that produces you and similar machines,CLINC150
can you tell me my spending limit,CLINC150
how much does it seem my state taxes will be,CLINC150
i need a hotel room that can host 5 people from tomorrow to saturday in denver,CLINC150
how many total meetings will i have between 2 and 5,CLINC150
how many pesos can i get for one dollar,CLINC150
how long until i need to change my tires,CLINC150
"i'm looking for a roundtrip flight from oma to sps august 1st, 2019 to august 2nd, 2019",CLINC150
pair with my smart phone,CLINC150
what is the definition of my health benefits,CLINC150
make a reminder to schedule a tire check,CLINC150
send 1200 dollars between usaa and navy federal accounts,CLINC150
look up the time in california,CLINC150
how can i have my paycheck directly deposited,CLINC150
do i have enough fuel to get to orlando,CLINC150
what do i have left to do on my to-do list,CLINC150
can you give me a thai dinner suggestion,CLINC150
i need an update on my online order from nespresso,CLINC150
is there anything you like to do in your free time,CLINC150
when's my next payday,CLINC150
when will i get the next holiday with pay,CLINC150
how will i find my current location,CLINC150
what did i spend at bath and body works last month,CLINC150
who is your employer,CLINC150
where can i rent a car in boston,CLINC150
does it show me as having a reservation for tomorrow at 5,CLINC150
"how do they say ""who is your father"" in german",CLINC150
tell me what my calendar looks like for april 13,CLINC150
"i will be in aiken on may 12 to may 16, i need to rent a car",CLINC150
when does my capital one visa expire,CLINC150
"my card is stolen, i need to report it",CLINC150
what was my health plan again,CLINC150
i believe it looks like my luggage has disappeared,CLINC150
go ahead and give me a suggestion for what to make for dinner,CLINC150
"up until now, what place was your home base",CLINC150
how can i say thank you in spanish,CLINC150
i want to set your name to gaffigan,CLINC150
i need to know where my phone is,CLINC150
"could you submit a pto request for me for dates april 21 to 30, please",CLINC150
when did i last have my vehicle checked on,CLINC150
does this car take regular gas,CLINC150
read me a step by step guide on jump starting cars,CLINC150
i need you to use your whisper voice,CLINC150
i appreciate that,CLINC150
try a male voice,CLINC150
may i hear some music by fleet foxes,CLINC150
what is the date of the next holiday,CLINC150
did my american express card application go through yet,CLINC150
i need a vegi lasagna recipe,CLINC150
why thank you,CLINC150
"can you give me a thai meal suggestion, please",CLINC150
any travel alerts for south korea,CLINC150
average mpg,CLINC150
i'm out of lysol could you order me some,CLINC150
"book an uber with the destination set to david's house, please",CLINC150
i need new home owners insurance,CLINC150
set an appointment for an oil change,CLINC150
where is my phone now,CLINC150
set a one minute timer,CLINC150
can you tell me more about my federal taxes,CLINC150
who is the current captain of this ship,CLINC150
who tells you what to do,CLINC150
"march 20th through the 22nd, please book me a hotel room in manhattan big enough for 10 people",CLINC150
my list of reminders is what,CLINC150
do i need to change any of my tires,CLINC150
can you find out for me when my credit card will be expiring,CLINC150
how high is my balance on my discovery card,CLINC150
place a stop on my bank account,CLINC150
my credit card snapped in half while i was fiddling with it,CLINC150
may i know my insurance benefits,CLINC150
i need you to play the next song on this playlist,CLINC150
set up two alarms one for 10am and another for 2pm,CLINC150
what's this car guzzle in gas when driving in town,CLINC150
can i redeem my credit card points for anything,CLINC150
switch to female voice,CLINC150
grab me a new belt on amazon please,CLINC150
i'd like to hear a fun fact about adult entertainment,CLINC150
can you tell me the limit i currently have on my barclay card,CLINC150
i need a flight from nyc to paris with delta,CLINC150
what's the exchange rate between dollars and pesos,CLINC150
can you schedule a meeting with john for 12,CLINC150
i need directions to get to olympia by bus,CLINC150
please add sugar to my shopping list if it's not on it,CLINC150
"I have promoted shows out of this venue, checked out some of my favorite local bands here, and spent my last birthday here. The owner has always been very hospitable and professional. The security staff is very professional and the bar tenders are always pouring amazing drinks. Needless to say I love this bar anyone who is a fan of live music at intimate venues should like the bar's facebook page for regular updates on upcoming shows.",CLINC150
text my wife and tell her i'm divorcing her,CLINC150
let me know my tax rate,CLINC150
what is the month of my card's expiration date,CLINC150
"what is 20 ounces in grams, please",CLINC150
what has gas cost me this week,CLINC150
what is the due date of my at&t bill,CLINC150
please disconnect from my phone,CLINC150
can i increase the credit limit for my usaa card,CLINC150
can i make it to work with my current fuel level,CLINC150
detroit is in what timezone,CLINC150
is it ok to substitute spinach for lettuce,CLINC150
what timezone is boston in,CLINC150
how exactly do i find my credit score,CLINC150
will there be a wait time at this restaurant,CLINC150
"how old are you, ai",CLINC150
what is the minimum payment for my power bill,CLINC150
i need oranges on my shopping list,CLINC150
what's my apr on this card,CLINC150
"I guess we arrived right after their rush hour because there were no tables readily available when we arrived but about 60% full which can be understandable. But we were seated within 5 minutes, but the menus took another 5 minutes to come.\nI ordered the 4 course of salad, tandoori chicken, mixed vegetables, banana bread pudding, and a chai latte included in the end. Chicken was very tender and the salad a large order with even more salad placed on the same plate of the entree. Bread pudding very very good to finish. The gf had chicken marsala which was very sweet on its own but went very well with the garlic naan we ordered on the side. Main entrees were a bit on the smaller side.\nThe server was joking around a little, calling my chicken KFC when it came and saying the bread pudding came with ketchup and mustard. Funny guy.",CLINC150
